# Created by: riboviz
# Date: 2023-04-05 11:45:49
# File: /exports/csce/eddie/biology/groups/wallace_rna/riboviz-david/riboviz/riboviz/rscripts/generate_stats_figs.R
# Version: commit bb25145b6ec95e37fe5129429ddf94067d6b99f6 date 2023-03-09 14:39:35 GMT
gene	Ct_fr0	Ct_fr1	Ct_fr2	pval_fr0vs1	pval_fr0vs2	pval_fr0vsboth
augustus_masked-SAKL0C-processed-gene-5.32	0	0	0	1	1	1
genemark-SAKL0C-processed-gene-5.133	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.10	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.11	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.34	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-5.94	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.12	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.35	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.13	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.14	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.36	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.37	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.15	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.16	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.38	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-5.73	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.39	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-5.74	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.18	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.40	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-5.19	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.5	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-6.95	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.7	1	0	0	0.5	0.5	0.5
snap_masked-SAKL0C-processed-gene-6.97	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.9	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.4	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.10	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.28	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.11	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.29	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-6.103	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.12	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.30	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.31	1	1	0	0.681324055883031	0.5	0.630558659818236
augustus_masked-SAKL0C-processed-gene-6.32	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.33	0	1	0	0.977249868051821	1	1
snap_masked-SAKL0C-processed-gene-6.105	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.34	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.14	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.35	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-6.107	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.36	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.16	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.37	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.17	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.38	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.39	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.40	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0C-processed-gene-6.18	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.19	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-6.111	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.41	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.21	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.42	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.22	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-6.114	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.43	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.24	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.25	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-6.135	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-6.136	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-6.137	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-6.117	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.45	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-6.139	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-6.140	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-6.27	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0C-processed-gene-7.9	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.10	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.6	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0C-processed-gene-7.11	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.7	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.104	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.12	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.34	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.35	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.13	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.36	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.37	0	0	0	1	1	1
maker-SAKL0C-snap-gene-7.4	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.38	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.16	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.17	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0C-processed-gene-7.18	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.39	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.19	0	0	0	1	1	1
genemark-SAKL0C-processed-gene-7.87	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.116	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.141	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.20	1	0	0	0.5	0.5	0.5
maker-SAKL0C-augustus-gene-7.0	1	0	0	0.5	0.5	0.5
genemark-SAKL0C-processed-gene-7.89	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.120	0	0	0	1	1	1
maker-SAKL0C-augustus-gene-7.2	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.23	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.43	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.122	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.123	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.25	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.44	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.125	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.126	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.127	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.45	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.29	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.30	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.31	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.131	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.132	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.46	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.148	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.149	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.150	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-7.33	0	0	0	1	1	1
maker-SAKL0C-augustus-gene-7.3	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-7.134	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.18	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.19	0	0	0	1	1	1
maker-SAKL0C-augustus-gene-8.15	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.21	0	0	0	1	1	1
genemark-SAKL0C-processed-gene-8.84	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.22	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.23	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.24	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.25	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.40	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-8.113	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-8.114	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-8.115	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-8.133	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.27	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.42	0	0	0	1	1	1
genemark-SAKL0C-processed-gene-8.88	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.28	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-8.118	0	0	0	1	1	1
maker-SAKL0C-snap-gene-8.4	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.43	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-8.120	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-8.121	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-8.122	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-8.123	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-8.124	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.44	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.45	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.46	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.47	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.32	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.33	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.48	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.49	0	0	0	1	1	1
maker-SAKL0C-augustus-gene-8.17	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.51	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.52	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.34	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.53	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.35	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.54	0	0	1	1	0.977249868051821	1
augustus_masked-SAKL0C-processed-gene-8.36	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.55	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.37	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.56	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.57	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-8.58	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.5	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.6	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.99	0	0	0	1	1	1
maker-SAKL0C-augustus-gene-9.1	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.102	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.10	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.130	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.104	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.105	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.13	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.35	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.132	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.14	0	0	0	1	1	1
maker-SAKL0C-augustus-gene-9.2	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.15	4	0	1	0.0359303191129258	0.116518991136953	0.0171695867605395
augustus_masked-SAKL0C-processed-gene-9.39	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.16	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.109	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.18	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.40	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.19	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.112	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.41	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.21	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.42	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.22	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.43	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.115	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.116	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.117	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.118	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.26	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.44	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.27	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.28	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.122	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.45	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0C-processed-gene-9.29	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0C-processed-gene-9.30	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.125	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.126	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.46	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.127	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-9.47	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.128	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-9.129	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-10.43	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-10.47	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-10.48	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-10.44	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-10.45	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-10.46	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-10.49	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-10.61	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.3	0	1	0	0.977249868051821	1	1
augustus_masked-SAKL0C-processed-gene-10.16	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.4	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.5	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.17	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0C-processed-gene-10.6	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.18	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.7	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.19	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.20	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.21	0	0	0	1	1	1
maker-SAKL0C-snap-gene-10.40	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.22	0	0	0	1	1	1
maker-SAKL0C-augustus-gene-10.41	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.24	0	1	0	0.977249868051821	1	1
augustus_masked-SAKL0C-processed-gene-10.25	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-10.56	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.26	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.27	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.28	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-10.57	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.11	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.29	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.12	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.30	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.13	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.31	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0C-processed-gene-10.32	0	0	0	1	1	1
maker-SAKL0C-augustus-gene-10.42	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.35	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.36	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-10.14	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.16	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.13	0	0	0	1	1	1
maker-SAKL0C-augustus-gene-11.11	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.14	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.172	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.15	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.19	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.20	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.57	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.175	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.58	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.59	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.218	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.219	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.21	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.22	0	0	0	1	1	1
genemark-SAKL0C-processed-gene-11.100	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0C-processed-gene-11.25	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.62	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.26	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.63	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.64	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.27	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.28	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.65	2	0	0	0.17288929307558	0.17288929307558	0.0912112197258678
augustus_masked-SAKL0C-processed-gene-11.66	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.29	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.67	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.30	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.68	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.69	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.31	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.32	0	0	0	1	1	1
genemark-SAKL0C-processed-gene-11.148	0	0	0	1	1	1
maker-SAKL0C-augustus-gene-11.12	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.33	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.230	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.231	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.34	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.35	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.73	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.36	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.192	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.38	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.74	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.75	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.39	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.40	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.76	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.41	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.77	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0C-processed-gene-11.42	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.78	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.79	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.43	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.80	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.44	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.81	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.45	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.241	1	0	0	0.5	0.5	0.5
augustus_masked-SAKL0C-processed-gene-11.46	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.47	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.48	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.49	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.83	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.50	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.84	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.51	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.85	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.208	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.53	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.86	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.210	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.211	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.55	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.246	0	0	0	1	1	1
snap_masked-SAKL0C-processed-gene-11.213	0	0	0	1	1	1
augustus_masked-SAKL0C-processed-gene-11.56	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.83	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.97	0	0	0	1	1	1
snap_masked-SAKL0D-processed-gene-0.38	0	0	0	1	1	1
genemark-SAKL0D-processed-gene-0.1	0	0	0	1	1	1
snap_masked-SAKL0D-processed-gene-0.50	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.99	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.100	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.101	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.85	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.102	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.86	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.103	0	0	0	1	1	1
maker-SAKL0D-augustus-gene-0.77	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.88	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.104	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.89	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.105	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.106	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.90	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.107	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.108	0	0	0	1	1	1
snap_masked-SAKL0D-processed-gene-0.45	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.109	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.110	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.92	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.111	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.112	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.113	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.114	0	0	0	1	1	1
maker-SAKL0D-augustus-gene-0.80	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.117	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.93	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.118	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.94	0	0	0	1	1	1
snap_masked-SAKL0D-processed-gene-0.72	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.95	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.120	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-0.96	0	0	0	1	1	1
snap_masked-SAKL0D-processed-gene-1.92	0	0	0	1	1	1
snap_masked-SAKL0D-processed-gene-1.93	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-1.9	0	0	0	1	1	1
snap_masked-SAKL0D-processed-gene-1.89	0	0	0	1	1	1
snap_masked-SAKL0D-processed-gene-1.90	0	0	0	1	1	1
snap_masked-SAKL0D-processed-gene-1.91	0	0	0	1	1	1
snap_masked-SAKL0D-processed-gene-1.95	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-1.11	0	0	0	1	1	1
snap_masked-SAKL0D-processed-gene-1.97	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-1.13	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-1.14	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-1.30	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-1.31	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-1.32	0	0	0	1	1	1
augustus_masked-SAKL0D-processed-gene-1.33	0	0	0	1	1	1
snap_masked-SAKL0D-processed-gene-1.121	0	0	0	1	1	1
genemark-SAKL0D-processed-gene-1.78	0	0	0	1	1	1
